ticker,exchange_code,finnhub_symbol,asset_type,name_en
SACH,NYSE_AMERICAN,SACH,STOCK,Sachem Capital Corp. Common Shares
SAEF,NYSE_ARCA,SAEF,ETF,Schwab Ariel Opportunities ETF
SAFE,NYSE,SAFE,STOCK,Safehold Inc. New Common Stock
SAFT,NASDAQ,SAFT,STOCK,"Safety Insurance Group, Inc. - Common Stock"
SAFX,NASDAQ,SAFX,STOCK,"XCF Global, Inc. - Class A Common Stock"
SAGP,NYSE_ARCA,SAGP,ETF,Strategas Global Policy Opportunities ETF
SAGT,NASDAQ,SAGT,STOCK,SAGTEC GLOBAL LIMITED - Class A Ordinary shares
SAGU,NYSE,SAGU,STOCK,Shreya Acquisition Group Class A Ordinary Shares
SAH,NYSE,SAH,STOCK,"Sonic Automotive, Inc. Common Stock"
SAIA,NASDAQ,SAIA,STOCK,"Saia, Inc. - Common Stock"
SAIC,NASDAQ,SAIC,STOCK,Science Applications International Corporation - Common Stock
SAIH,NASDAQ,SAIH,STOCK,SAIHEAT Limited - Class A Ordinary Shares
SAIL,NASDAQ,SAIL,STOCK,"SailPoint, Inc. - Common Stock"
SAJ,NYSE,SAJ,STOCK,Saratoga Investment Corp 8.00% Notes due 2027
SAM,NYSE,SAM,STOCK,"Boston Beer Company, Inc. (The) Common Stock"
SAMG,NASDAQ,SAMG,STOCK,Silvercrest Asset Management Group Inc. - Common Stock
SAMM,NYSE_ARCA,SAMM,ETF,Strategas Macro Momentum ETF
SAMT,NYSE_ARCA,SAMT,ETF,Strategas Macro Thematic Opportunities ETF
SAN,NYSE,SAN,STOCK,"Banco Santander, S.A. Sponsored ADR (Spain)"
SANA,NASDAQ,SANA,STOCK,"Sana Biotechnology, Inc. - Common Stock"
SANG,NASDAQ,SANG,STOCK,Sangoma Technologies Corporation - Common Shares
SANM,NASDAQ,SANM,STOCK,Sanmina Corporation - Common Stock
SAP,NYSE,SAP,STOCK,SAP  SE ADS
SAPH,NYSE_ARCA,SAPH,ETF,SAP SE ADRhedged
SAR,NYSE,SAR,STOCK,Saratoga Investment Corp New
SARK,NASDAQ,SARK,ETF,Tradr 1X Short Innovation Daily ETF
SARO,NYSE,SARO,STOCK,"StandardAero, Inc. Common Stock"
SASS,NYSE_ARCA,SASS,ETF,M.D. Sass Concentrated Value ETF
SAT,NYSE,SAT,STOCK,Saratoga Investment Corp 6.00% Notes due 2027
SATA,NASDAQ,SATA,STOCK,"Strive, Inc. - Variable Rate Series A Perpetual Preferred Stock"
SATG,NASDAQ,SATG,ETF,Leverage Shares 2X Long SATS Daily ETF
SATL,NASDAQ,SATL,STOCK,Satellogic Inc. - Class A Common Stock
SATO,BATS,SATO,ETF,Invesco Alerian Galaxy Crypto Economy ETF
SATS,NASDAQ,SATS,STOCK,EchoStar Corporation - Common stock
SAUG,BATS,SAUG,ETF,FT Vest U.S. Small Cap Moderate Buffer ETF - August
SAV,NYSE,SAV,STOCK,Saratoga Investment Corp 7.50% Notes due 2031
SAWG,NYSE_ARCA,SAWG,ETF,AAM Sawgrass US Large Cap Quality Growth ETF
SAWS,NYSE_ARCA,SAWS,ETF,AAM Sawgrass US Small Cap Quality Growth ETF
SAY,NYSE,SAY,STOCK,Saratoga Investment Corp 8.125% Notes due 2027
SAZ,NYSE,SAZ,STOCK,Saratoga Investment Corp 8.50% Notes due 2028
SB,NYSE,SB,STOCK,"Safe Bulkers, Inc Common Stock ($0.001 par value)"
SBAC,NASDAQ,SBAC,STOCK,SBA Communications Corporation - Class A Common Stock
SBAR,NYSE_ARCA,SBAR,ETF,Simplify Barrier Income ETF
SBB,NYSE_ARCA,SBB,ETF,ProShares Short SmallCap600
SBC,NASDAQ,SBC,STOCK,SBC Medical Group Holdings Incorporated - Common Stock
SBCF,NASDAQ,SBCF,STOCK,Seacoast Banking Corporation of Florida - Common Stock
SBET,NASDAQ,SBET,STOCK,"Sharplink, Inc. - Common Stock"
SBEV,NYSE_AMERICAN,SBEV,STOCK,"Splash Beverage Group, Inc. (NV) Common Stock"
SBFG,NASDAQ,SBFG,STOCK,"SB Financial Group, Inc. - Common Stock"
SBFM,NASDAQ,SBFM,STOCK,Sunshine Biopharma Inc. - Common stock
SBGI,NASDAQ,SBGI,STOCK,"Sinclair, Inc. - Class A Common Stock"
SBH,NYSE,SBH,STOCK,"Sally Beauty Holdings, Inc. (Name to be changed from Sally Holdings, Inc.) Common Stock"
SBI,NYSE,SBI,STOCK,Western Asset Intermediate Muni Fund Inc Common Stock
SBIL,NYSE_ARCA,SBIL,ETF,Simplify Government Money Market ETF
SBIO,NYSE_ARCA,SBIO,ETF,ALPS Medical Breakthroughs ETF
SBIT,NYSE_ARCA,SBIT,ETF,ProShares UltraShort Bitcoin ETF
SBLK,NASDAQ,SBLK,STOCK,Star Bulk Carriers Corp. - Common Shares
SBMT,NYSE_AMERICAN,SBMT,STOCK,Silver Bow Mining Corp. Common Shares
SBND,NYSE_ARCA,SBND,ETF,Columbia Short Duration Bond ETF
SBR,NYSE,SBR,STOCK,Sabine Royalty Trust Common Stock
SBRA,NASDAQ,SBRA,STOCK,"Sabra Health Care REIT, Inc. - Common Stock"
SBS,NYSE,SBS,STOCK,Companhia de saneamento Basico Do Estado De Sao Paulo - Sabesp American Depositary Shares (Each repstg 250 Common Shares)
SBSI,NYSE,SBSI,STOCK,"Southside Bancshares, Inc. Common Stock"
SBSW,NYSE,SBSW,STOCK,D/B/A Sibanye-Stillwater Limited ADS
SBTU,BATS,SBTU,ETF,T-REX 2X Long SBET Daily Target ETF
SBU,NASDAQ,SBU,ETF,Leverage Shares 2X Long SBUX Daily ETF
SBUX,NASDAQ,SBUX,STOCK,Starbucks Corporation - Common Stock
SBXD,NYSE,SBXD,STOCK,SilverBox Corp IV Class A Ordinary Shares
SBXE,NYSE,SBXE,STOCK,SilverBox Corp V Class A Ordinary Shares
SCA,NASDAQ,SCA,ETF,GraniteShares Autocallable SMCI ETF
SCAG,NASDAQ,SCAG,STOCK,Scage Future - American Depositary Shares
SCAP,NYSE_ARCA,SCAP,ETF,Infrastructure Capital Small Cap Income ETF
SCC,NYSE_ARCA,SCC,ETF,ProShares UltraShort Consumer Discretionary
SCCD,NYSE_AMERICAN,SCCD,STOCK,Sachem Capital Corp. 6.00% Notes due 2026
SCCE,NYSE_AMERICAN,SCCE,STOCK,Sachem Capital Corp. 6.00% Notes due 2027
SCCF,NYSE_AMERICAN,SCCF,STOCK,Sachem Capital Corp. 7.125% Notes due 2027
SCCG,NYSE_AMERICAN,SCCG,STOCK,Sachem Capital Corp. 8.00% Notes due 2027
SCCO,NYSE,SCCO,STOCK,Southern Copper Corporation Common Stock
SCCR,NYSE_ARCA,SCCR,ETF,Schwab Core Bond ETF
SCD,NYSE,SCD,STOCK,LMP Capital and Income Fund Inc. Common Stock
SCDL,NYSE_ARCA,SCDL,ETF,ETRACS 2x Leveraged US Dividend Factor TR ETN
SCDS,NASDAQ,SCDS,ETF,JPMorgan Fundamental Data Science Small Core ETF
SCDV,NYSE_ARCA,SCDV,ETF,Bahl & Gaynor Small Cap Dividend ETF
SCEC,BATS,SCEC,ETF,Sterling Capital Enhanced Core Bond ETF
SCEP,BATS,SCEP,ETF,Sterling Capital Hedged Equity Premium Income ETF
SCHA,NYSE_ARCA,SCHA,ETF,Schwab U.S. Small-Cap ETF
SCHB,NYSE_ARCA,SCHB,ETF,Schwab U.S. Broad Market ETF
SCHC,NYSE_ARCA,SCHC,ETF,Schwab International Small-Cap Equity ETF
SCHD,NYSE_ARCA,SCHD,ETF,Schwab US Dividend Equity ETF
SCHE,NYSE_ARCA,SCHE,ETF,Schwab Emerging Markets Equity ETF
SCHF,NYSE_ARCA,SCHF,ETF,Schwab International Equity ETF
SCHG,NYSE_ARCA,SCHG,ETF,Schwab U.S. Large-Cap Growth ETF
SCHH,NYSE_ARCA,SCHH,ETF,Schwab U.S. REIT ETF
SCHI,NYSE_ARCA,SCHI,ETF,Schwab 5-10 Year Corporate Bond ETF
SCHJ,NYSE_ARCA,SCHJ,ETF,Schwab 1-5 Year Corporate Bond ETF
SCHK,NYSE_ARCA,SCHK,ETF,Schwab 1000 Index ETF
SCHL,NASDAQ,SCHL,STOCK,Scholastic Corporation - Common Stock
SCHM,NYSE_ARCA,SCHM,ETF,Schwab U.S. Mid Cap ETF
SCHO,NYSE_ARCA,SCHO,ETF,Schwab Short-Term U.S. Treasury ETF
SCHP,NYSE_ARCA,SCHP,ETF,Schwab U.S. TIPS ETF
SCHQ,NYSE_ARCA,SCHQ,ETF,Schwab Long-Term U.S. Treasury ETF
SCHR,NYSE_ARCA,SCHR,ETF,Schwab Intermediate-Term U.S. Treasury ETF
SCHV,NYSE_ARCA,SCHV,ETF,Schwab U.S. Large-Cap Value ETF
SCHW,NYSE,SCHW,STOCK,Charles Schwab Corporation (The) Common Stock
SCHX,NYSE_ARCA,SCHX,ETF,Schwab U.S. Large-Cap ETF
SCHY,NYSE_ARCA,SCHY,ETF,Schwab International Dividend Equity ETF
SCHZ,NYSE_ARCA,SCHZ,ETF,Schwab US Aggregate Bond ETF
SCI,NYSE,SCI,STOCK,Service Corporation International Common Stock
SCII,NASDAQ,SCII,STOCK,SC II Acquisition Corp. - Class A ordinary share
SCIO,NYSE_ARCA,SCIO,ETF,First Trust Structured Credit Income Opportunities ETF
SCJ,NYSE_ARCA,SCJ,ETF,iShares MSCI Japan Sm Cap
SCJN,BATS,SCJN,ETF,Corgi U.S. Small-Cap 15% Structured Buffer ETF - June Series
SCKT,NASDAQ,SCKT,STOCK,"Socket Mobile, Inc. - Common Stock"
SCL,NYSE,SCL,STOCK,Stepan Company Common Stock
SCLS,NASDAQ,SCLS,ETF,Stoneport Advisors Commodity Long Short ETF
SCLX,NASDAQ,SCLX,STOCK,Scilex Holding Company - Common Stock
SCLZ,BATS,SCLZ,ETF,Swan Enhanced Dividend Income ETF
SCM,NYSE,SCM,STOCK,Stellus Capital Investment Corporation Common Stock
SCMB,NYSE_ARCA,SCMB,ETF,Schwab Municipal Bond ETF
SCMC,BATS,SCMC,ETF,Sterling Capital Multi-Strategy Income ETF
SCMY,BATS,SCMY,ETF,Corgi U.S. Small-Cap 15% Structured Buffer ETF - May Series
SCNI,NASDAQ,SCNI,STOCK,Scinai Immunotherapeutics Ltd. - American Depositary Shares
SCNM,BATS,SCNM,ETF,Sterling Capital National Municipal Bond ETF
SCNX,NASDAQ,SCNX,STOCK,"Scienture Holdings, Inc. - Common Stock"
SCO,NYSE_ARCA,SCO,ETF,ProShares UltraShort Bloomberg Crude Oil
SCOR,NASDAQ,SCOR,STOCK,"comScore, Inc. - Common Stock"
SCOW,BATS,SCOW,ETF,Pacer S&P SmallCap 600 Quality FCF Aristocrats ETF
SCPQ,NASDAQ,SCPQ,STOCK,Social Commerce Partners Corporation - Class A Ordinary Shares
SCSB,BATS,SCSB,ETF,Sterling Capital Short Duration Bond ETF
SCSC,NASDAQ,SCSC,STOCK,"ScanSource, Inc. - Common Stock"
SCUB,BATS,SCUB,ETF,Sterling Capital Ultra Short Bond ETF
SCUS,NYSE_ARCA,SCUS,ETF,Schwab Ultra-Short Income ETF
SCWO,NASDAQ,SCWO,STOCK,374Water Inc. - common stock
SCYB,NYSE_ARCA,SCYB,ETF,Schwab High Yield Bond ETF
SCYX,NASDAQ,SCYX,STOCK,"SCYNEXIS, Inc. - Common Stock"
SCZ,NASDAQ,SCZ,ETF,iShares MSCI EAFE Small-Cap ETF
SCZM,NASDAQ,SCZM,STOCK,Santacruz Silver Mining Ltd. - Common Shares
SD,NYSE,SD,STOCK,"SandRidge Energy, Inc. Common Stock"
SDA,NASDAQ,SDA,STOCK,SunCar Technology Group Inc. - Ordinary Shares
SDCI,NYSE_ARCA,SDCI,ETF,USCF SummerHaven Dynamic Commodity Strategy No K-1 Fund
SDCP,NYSE_ARCA,SDCP,ETF,Virtus Newfleet Short Duration Core Plus Bond ETF
SDD,NYSE_ARCA,SDD,ETF,ProShares UltraShort SmallCap600
SDEM,NYSE_ARCA,SDEM,ETF,Global X MSCI SuperDividend Emerging Markets ETF
SDEV,NYSE_AMERICAN,SDEV,STOCK,Stablecoin Development Corporation Common Stock
SDFI,NYSE_ARCA,SDFI,ETF,AB Short Duration Income ETF
SDG,NASDAQ,SDG,ETF,iShares MSCI Global Sustainable Development Goals ETF
SDGR,NASDAQ,SDGR,STOCK,"Schrodinger, Inc. - Common Stock"
SDHC,NYSE,SDHC,STOCK,Smith Douglas Homes Corp. Class A Common Stock
SDHI,NASDAQ,SDHI,STOCK,Siddhi Acquisition Corp - Class A Common stock
SDHY,NYSE,SDHY,STOCK,PGIM Short Duration High Yield Opportunities Fund Common Shares
SDIV,NYSE_ARCA,SDIV,ETF,Global X SuperDividend ETF
SDM,NASDAQ,SDM,STOCK,Smart Digital Group Limited - Ordinary Shares
SDMF,NYSE_ARCA,SDMF,ETF,Simplify DBi CTA Managed Futures Index ETF
SDOG,NYSE_ARCA,SDOG,ETF,ALPS Sector Dividend Dogs ETF
SDOT,NASDAQ,SDOT,STOCK,Sadot Group Inc. - Common Stock
SDOW,NYSE_ARCA,SDOW,ETF,UltraPro Short Dow30
SDP,NYSE_ARCA,SDP,ETF,ProShares UltraShort Utilities
SDRL,NYSE,SDRL,STOCK,Seadrill Limited Common Shares
SDS,NYSE_ARCA,SDS,ETF,ProShares UltraShort S&P500
SDSI,NASDAQ,SDSI,ETF,American Century Short Duration Strategic Income ETF
SDST,NASDAQ,SDST,STOCK,Stardust Power Inc. - Common Stock
SDTY,NASDAQ,SDTY,ETF,YieldMax S&P 500 0DTE Covered Call Strategy ETF
SDVD,BATS,SDVD,ETF,FT Vest SMID Rising Dividend Achievers Target Income ETF
SDVY,NASDAQ,SDVY,ETF,First Trust SMID Cap Rising Dividend Achievers ETF
SDY,NYSE_ARCA,SDY,ETF,State Street SPDR S&P Dividend ETF
SE,NYSE,SE,STOCK,"Sea Limited American Depositary Shares, each representing one Class A Ordinary Share"
SEA,NYSE_ARCA,SEA,ETF,U.S. Global Sea to Sky Cargo ETF
SEAT,NASDAQ,SEAT,STOCK,Vivid Seats Inc. - Class A common stock
SEB,NYSE_AMERICAN,SEB,STOCK,Seaboard Corporation Common Stock
SECR,NYSE_ARCA,SECR,ETF,NYLI MacKay Securitized Income ETF
SECT,BATS,SECT,ETF,Main Sector Rotation ETF
SECU,BATS,SECU,ETF,iShares Securitized Income Active ETF
SEDG,NASDAQ,SEDG,STOCK,"SolarEdge Technologies, Inc. - Common Stock"
SEED,NASDAQ,SEED,STOCK,Origin Agritech Limited - Ordinary Shares
SEEM,NASDAQ,SEEM,ETF,SEI Select Emerging Markets Equity ETF
SEER,NASDAQ,SEER,STOCK,"Seer, Inc. - Class A Common Stock"
SEF,NYSE_ARCA,SEF,ETF,ProShares Short Financials
SEG,NYSE,SEG,STOCK,Seaport Entertainment Group Inc. Common Stock
SEGG,NASDAQ,SEGG,STOCK,Sports Entertainment Gaming Global Corporation  - Common Stock
SEI,NYSE,SEI,STOCK,"Solaris Energy Infrastructure, Inc. Class A Common Stock"
SEIC,NASDAQ,SEIC,STOCK,SEI Investments Company - Common Stock
SEIE,NASDAQ,SEIE,ETF,SEI Select International Equity ETF
SEIM,BATS,SEIM,ETF,SEI Enhanced U.S. Large Cap Momentum Factor ETF
SEIQ,BATS,SEIQ,ETF,SEI Enhanced U.S. Large Cap Quality Factor ETF
SEIS,NASDAQ,SEIS,ETF,SEI Select Small Cap ETF
SEIV,BATS,SEIV,ETF,SEI Enhanced U.S. Large Cap Value Factor ETF
SEIX,NYSE_ARCA,SEIX,ETF,Virtus Seix Senior Loan ETF
SELF,NASDAQ,SELF,STOCK,"Global Self Storage, Inc. - Common Stock"
SELV,BATS,SELV,ETF,SEI Enhanced Low Volatility U.S. Large Cap ETF
SEM,NYSE,SEM,STOCK,Select Medical Holdings Corporation Common Stock
SEMG,NYSE_ARCA,SEMG,ETF,Suncoast Select Growth ETF
SEMI,NYSE_ARCA,SEMI,ETF,Columbia Select Technology ETF
SEMY,NASDAQ,SEMY,ETF,GraniteShares YieldBOOST Semiconductor ETF
SENEA,NASDAQ,SENEA,STOCK,Seneca Foods Corp. - Class A Common Stock
SENEB,NASDAQ,SENEB,STOCK,Seneca Foods Corp. - Class B Common Stock
SENS,NASDAQ,SENS,STOCK,"Senseonics Holdings, Inc. - Common Stock"
SEPI,NYSE_ARCA,SEPI,ETF,Shelton Equity Premium Income ETF
SEPM,BATS,SEPM,ETF,FT Vest U.S. Equity Max Buffer ETF - September
SEPN,NASDAQ,SEPN,STOCK,"Septerna, Inc. - Common Stock"
SEPP,BATS,SEPP,ETF,PGIM S&P 500 Buffer 12 ETF - September
SEPT,BATS,SEPT,ETF,AllianzIM U.S. Large Cap Buffer10 Sep ETF
SEPU,BATS,SEPU,ETF,AllianzIM U.S. Equity Buffer15 Uncapped Sep ETF
SEPW,BATS,SEPW,ETF,AllianzIM U.S. Large Cap Buffer20 Sep ETF
SEPZ,BATS,SEPZ,ETF,TrueShares Structured Outcome (September) ETF
SER,NYSE_AMERICAN,SER,STOCK,"Serina Therapeutics, Inc. Common Stock"
SERA,NASDAQ,SERA,STOCK,"Sera Prognostics, Inc. - Class A Common Stock"
SERV,NASDAQ,SERV,STOCK,Serve Robotics Inc. - Common Stock
SES,NYSE,SES,STOCK,SES AI Corporation Class A Common Stock
SETH,NYSE_ARCA,SETH,ETF,ProShares Short Ether ETF
SETM,NASDAQ,SETM,ETF,Sprott Critical Materials ETF
SEV,NASDAQ,SEV,STOCK,Aptera Motors Corp. - Class B Common Stock
SEVN,NASDAQ,SEVN,STOCK,Seven Hills Realty Trust  - Common Stock
SEZL,NASDAQ,SEZL,STOCK,Sezzle Inc. - Common Stock
SF,NYSE,SF,STOCK,Stifel Financial Corporation Common Stock
SFB,NYSE,SFB,STOCK,Stifel Financial Corporation 5.20% Senior Notes due 2047
SFBC,NASDAQ,SFBC,STOCK,"Sound Financial Bancorp, Inc. - Common Stock"
SFBS,NYSE,SFBS,STOCK,"ServisFirst Bancshares, Inc. Common Stock"
SFD,NASDAQ,SFD,STOCK,"Smithfield Foods, Inc. - Common Stock"
SFEB,BATS,SFEB,ETF,FT Vest U.S. Small Cap Moderate Buffer ETF - February
SFGV,NYSE_ARCA,SFGV,ETF,Sequoia Global Value ETF
SFHG,NASDAQ,SFHG,STOCK,Samfine Creation Holdings Group Limited - Class A Ordinary Share
SFIX,NASDAQ,SFIX,STOCK,"Stitch Fix, Inc. - Class A Common Stock"
SFL,NYSE,SFL,STOCK,SFL Corporation Ltd
SFLO,NASDAQ,SFLO,ETF,VictoryShares Small Cap Free Cash Flow ETF
SFLR,NYSE_ARCA,SFLR,ETF,Innovator Equity Managed Floor ETF
SFM,NASDAQ,SFM,STOCK,"Sprouts Farmers Market, Inc. - Common Stock"
SFNC,NASDAQ,SFNC,STOCK,Simmons First National Corporation - Common Stock
SFST,NASDAQ,SFST,STOCK,"Southern First Bancshares, Inc. - Common Stock"
SFTX,NYSE_ARCA,SFTX,ETF,Horizon International Managed Risk ETF
SFTY,BATS,SFTY,ETF,Horizon Managed Risk ETF
SFWL,NASDAQ,SFWL,STOCK,Shengfeng Development Limited - Class A Ordinary Shares
SFY,NYSE_ARCA,SFY,ETF,SoFi Select 500 ETF
SFYF,NYSE_ARCA,SFYF,ETF,SoFi Social 50 ETF
SG,NYSE,SG,STOCK,"Sweetgreen, Inc. Class A Common Stock"
SGA,NASDAQ,SGA,STOCK,"Saga Communications, Inc. - Class A Common Stock"
SGC,NASDAQ,SGC,STOCK,"Superior Group of Companies, Inc. - Common Stock"
SGDJ,NYSE_ARCA,SGDJ,ETF,Sprott Junior Gold Miners ETF
SGDM,NYSE_ARCA,SGDM,ETF,Sprott Gold Miners ETF
SGHC,NYSE,SGHC,STOCK,Super Group (SGHC) Limited Ordinary Shares
SGHT,NASDAQ,SGHT,STOCK,"Sight Sciences, Inc. - Common Stock"
SGI,NYSE,SGI,STOCK,Somnigroup International Inc. Common Stock
SGLC,NYSE_ARCA,SGLC,ETF,SGI U.S. Large Cap Core ETF
SGLY,NASDAQ,SGLY,STOCK,Singularity Future Technology Ltd. - Common Stock
SGML,NASDAQ,SGML,STOCK,Sigma Lithium Corporation - common shares
SGMT,NASDAQ,SGMT,STOCK,Sagimet Biosciences Inc. - Series A Common Stock
SGOL,NYSE_ARCA,SGOL,ETF,abrdn Physical Gold Shares ETF
SGOV,NYSE,SGOV,ETF,iShares 0-3 Month Treasury Bond ETF
SGP,NASDAQ,SGP,STOCK,"SpyGlass Pharma, Inc. - Common Stock"
SGRP,NASDAQ,SGRP,STOCK,"SPAR Group, Inc. - Common Stock"
SGRT,NYSE_ARCA,SGRT,ETF,SMART Earnings Growth 30 ETF
SGRW,NYSE_ARCA,SGRW,ETF,Harbor Active Small Cap Growth ETF
SGRY,NASDAQ,SGRY,STOCK,"Surgery Partners, Inc. - Common Stock"
SGU,NYSE,SGU,STOCK,Star Group L.P. Common Stock
SGVA,NASDAQ,SGVA,ETF,F/m Accumulator Ultrashort Treasury Fund
SGVT,NYSE_ARCA,SGVT,ETF,Schwab Government Money Market ETF
SH,NYSE_ARCA,SH,ETF,ProShares Short S&P500
SHAG,BATS,SHAG,ETF,WisdomTree Yield Enhanced U.S. Short-Term Aggregate Bond Fund
SHAK,NYSE,SHAK,STOCK,"Shake Shack, Inc. Class A Common Stock"
SHAZ,NASDAQ,SHAZ,STOCK,"SharonAI Holdings, Inc. - Class A Common Stock"
SHBI,NASDAQ,SHBI,STOCK,"Shore Bancshares, Inc. - Common Stock"
SHC,NASDAQ,SHC,STOCK,Sotera Health Company - Common Stock
SHDG,BATS,SHDG,ETF,Soundwatch Hedged Equity ETF
SHE,NYSE_ARCA,SHE,ETF,State Street SPDR MSCI USA Gender Diversity ETF
SHEH,NYSE_ARCA,SHEH,ETF,Shell plc ADRhedged
SHEL,NYSE,SHEL,STOCK,Shell PLC American Depositary Shares (each representing two (2) Ordinary Shares)
SHEN,NASDAQ,SHEN,STOCK,Shenandoah Telecommunications Co - Common Stock
SHFS,NASDAQ,SHFS,STOCK,"SHF Holdings, Inc. - Class A Common Stock"
SHG,NYSE,SHG,STOCK,Shinhan Financial Group Co Ltd American Depositary Shares
SHIM,NASDAQ,SHIM,STOCK,Shimmick Corporation - Common Stock
SHIP,NASDAQ,SHIP,STOCK,Seanergy Maritime Holdings Corp. - Common Stock
SHLD,NYSE_ARCA,SHLD,ETF,Global X Defense Tech ETF
SHLS,NASDAQ,SHLS,STOCK,"Shoals Technologies Group, Inc. - Class A Common Stock"
SHM,NYSE_ARCA,SHM,ETF,State Street SPDR Nuveen ICE Short Term Municipal Bond ETF
SHMD,NASDAQ,SHMD,STOCK,SCHMID Group N.V. - Class A Ordinary Shares
SHNY,NYSE_ARCA,SHNY,ETF,"MicroSectors Gold 3X Leveraged ETNs due January 29, 2043"
SHO,NYSE,SHO,STOCK,"Sunstone Hotel Investors, Inc. Sunstone Hotel Investors, Inc. Common Shares"
SHOC,NYSE,SHOC,ETF,Strive U.S. Semiconductor ETF
SHOE,NASDAQ,SHOE,STOCK,"Shoe Station Group, Inc. - Common Stock"
SHOO,NASDAQ,SHOO,STOCK,"Steven Madden, Ltd. - Common Stock"
SHOP,NASDAQ,SHOP,STOCK,Shopify Inc. - Class A Subordinate Voting Shares
SHPH,NASDAQ,SHPH,STOCK,"Shuttle Pharmaceuticals Holdings, Inc. - common stock"
SHPP,NYSE_ARCA,SHPP,ETF,Pacer Industrials and Logistics ETF
SHPU,NASDAQ,SHPU,ETF,Direxion Daily SHOP Bull 2X ETF
SHRD,NYSE_ARCA,SHRD,ETF,Arimathea Catholic Core Bond ETF
SHRT,NYSE_ARCA,SHRT,ETF,Gotham Short Strategies ETF
SHRY,NASDAQ,SHRY,ETF,First Trust Bloomberg Shareholder Yield ETF
SHUS,NYSE_ARCA,SHUS,ETF,Stratified LargeCap Hedged ETF
SHV,NYSE,SHV,ETF,iShares 0-1 Year Treasury Bond ETF
SHW,NYSE,SHW,STOCK,Sherwin-Williams Company (The) Common Stock
SHY,NASDAQ,SHY,ETF,iShares 1-3 Year Treasury Bond ETF
SHYD,BATS,SHYD,ETF,VanEck Short High Yield Muni ETF
SHYG,NYSE_ARCA,SHYG,ETF,iShares 0-5 Year High Yield Corporate Bond ETF
SHYL,NYSE_ARCA,SHYL,ETF,Xtrackers Short Duration High Yield Bond ETF
SHYM,BATS,SHYM,ETF,iShares Short Duration High Yield Muni Active ETF
SI,NYSE,SI,STOCK,"Shoulder Innovations, Inc. Common Stock"
SIBN,NASDAQ,SIBN,STOCK,"SI-BONE, Inc. - Common Stock"
SID,NYSE,SID,STOCK,Companhia Siderurgica Nacional S.A. Common Stock
SIDU,NASDAQ,SIDU,STOCK,"Sidus Space, Inc. - Class A Common Stock"
SIEB,NASDAQ,SIEB,STOCK,Siebert Financial Corp. - Common Stock
SIF,NYSE_AMERICAN,SIF,STOCK,"SIFCO Industries, Inc. Common Stock"
SIFI,NYSE_ARCA,SIFI,ETF,Harbor Ares Systematic Multi-Sector Income ETF
SIFY,NASDAQ,SIFY,STOCK,Sify Technologies Limited - American Depository Shares
SIG,NYSE,SIG,STOCK,Signet Jewelers Limited Common Shares
SIGA,NASDAQ,SIGA,STOCK,SIGA Technologies Inc. - Common Stock
SIGI,NASDAQ,SIGI,STOCK,"Selective Insurance Group, Inc. - Common Stock"
SIGIP,NASDAQ,SIGIP,STOCK,"Selective Insurance Group, Inc. - Depositary Shares, each representing a 1/1,000th interest in a share of 4.60% Non-Cumulative Preferred Stock, Series B"
SIHY,NYSE_ARCA,SIHY,ETF,Harbor Ares Systematic High Yield ETF
SII,NYSE,SII,STOCK,Sprott Inc. Common Shares
SIJ,NYSE_ARCA,SIJ,ETF,ProShares UltraShort Industrials
SIL,NYSE_ARCA,SIL,ETF,Global X Silver Miners ETF
SILA,NYSE,SILA,STOCK,"Sila Realty Trust, Inc. Common Stock"
SILC,NASDAQ,SILC,STOCK,Silicom Ltd - Ordinary Shares
SILJ,NYSE_ARCA,SILJ,ETF,Amplify Junior Silver Miners ETF
SILO,NASDAQ,SILO,STOCK,"Silo Pharma, Inc. - Common Stock"
SIM,NYSE_AMERICAN,SIM,STOCK,"Grupo Simec, S.A.B. de C.V. American Depositary Shares"
SIMA,NASDAQ,SIMA,STOCK,SIM Acquisition Corp. I - Class A Ordinary Shares
SIMO,NASDAQ,SIMO,STOCK,"Silicon Motion Technology Corporation - American Depositary Shares, each representing four ordinary shares"
SIMS,NYSE_ARCA,SIMS,ETF,State Street SPDR S&P Kensho Intelligent Structures ETF
SINT,NASDAQ,SINT,STOCK,"SiNtx Technologies, Inc. - Common Stock"
SIO,NYSE_ARCA,SIO,ETF,Touchstone Strategic Income ETF
SION,NASDAQ,SION,STOCK,"Sionna Therapeutics, Inc. - Common Stock"
SIOO,NYSE_ARCA,SIOO,ETF,VistaShares Target 15 S&P 100 Distribution ETF
SIRI,NASDAQ,SIRI,STOCK,SiriusXM Holdings Inc. - Common Stock
SITC,NYSE,SITC,STOCK,SITE Centers Corp. Common Stock
SITE,NYSE,SITE,STOCK,"SiteOne Landscape Supply, Inc. Common Stock"
SITM,NASDAQ,SITM,STOCK,SiTime Corporation - Common Stock
SIVR,NYSE_ARCA,SIVR,ETF,abrdn Physical Silver Shares ETF
SIXA,NYSE_ARCA,SIXA,ETF,ETC 6 Meridian Mega Cap Equity ETF
SIXD,BATS,SIXD,ETF,AllianzIM U.S. Large Cap 6 Month Buffer10 Jun/Dec ETF
SIXF,BATS,SIXF,ETF,AllianzIM U.S. Large Cap 6 Month Buffer10 Feb/Aug ETF
SIXH,NYSE_ARCA,SIXH,ETF,ETC 6 Meridian Hedged Equity Index Option ETF
